"TIME","GEO","P_ADJ","UNIT","S_ADJ","NACE_R2","INDIC","Value","Flag and Footnotes"
"2020Q1","Finland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.7","p"
"2020Q1","Sweden","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.1",""
"2020Q2","European Union - 27 countries (from 2020)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.6",""
"2020Q2","Belgium","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.3",""
"2020Q2","Bulgaria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.1",""
"2020Q2","Czechia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.0","p"
"2020Q2","Denmark","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.4",""
"2020Q2","Germany (until 1990 former territory of the FRG)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.4",""
"2020Q2","Estonia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.6",""
"2020Q2","Ireland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-6.5",""
"2020Q2","Greece","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.1",""
"2020Q2","Spain","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","7.3","p"
"2020Q2","France","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","3.2","p"
"2020Q2","Croatia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.1",""
"2020Q2","Italy","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","4.3",""
"2020Q2","Cyprus","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-8.8",""
"2020Q2","Latvia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.9",""
"2020Q2","Lithuania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.5",""
"2020Q2","Luxembourg","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.8",""
"2020Q2","Hungary","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","3.3",""
"2020Q2","Malta","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-3.0","p"
"2020Q2","Netherlands","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.9","p"
"2020Q2","Austria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.4",""
"2020Q2","Poland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.4",""
"2020Q2","Portugal","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","9.2","p"
"2020Q2","Romania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.4",""
"2020Q2","Slovenia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.2",""
"2020Q2","Slovakia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.1","p"
"2020Q2","Finland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-1.2","p"
"2020Q2","Sweden","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-5.5",""
"2020Q3","European Union - 27 countries (from 2020)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-1.8",""
"2020Q3","Belgium","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.1",""
"2020Q3","Bulgaria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-7.2",""
"2020Q3","Czechia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-1.7","p"
"2020Q3","Denmark","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.5",""
"2020Q3","Germany (until 1990 former territory of the FRG)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.6",""
"2020Q3","Estonia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.0",""
"2020Q3","Ireland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","4.9",""
"2020Q3","Greece","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.2",""
"2020Q3","Spain","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-6.5","p"
"2020Q3","France","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-2.7","p"
"2020Q3","Croatia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.7",""
"2020Q3","Italy","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-8.5",""
"2020Q3","Cyprus","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","5.8",""
"2020Q3","Latvia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.5",""
"2020Q3","Lithuania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-4.0",""
"2020Q3","Luxembourg","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-2.0",""
"2020Q3","Hungary","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-2.7",""
"2020Q3","Malta","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.1","p"
"2020Q3","Netherlands","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.6","p"
"2020Q3","Austria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-2.3",""
"2020Q3","Poland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.1",""
"2020Q3","Portugal","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-5.8","p"
"2020Q3","Romania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.5",""
"2020Q3","Slovenia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.9",""
"2020Q3","Slovakia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-3.6","p"
"2020Q3","Finland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.9","p"
"2020Q3","Sweden","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","5.8",""
"2020Q4","European Union - 27 countries (from 2020)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.3",""
"2020Q4","Belgium","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.3",""
"2020Q4","Bulgaria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","7.2",""
"2020Q4","Czechia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.8","p"
"2020Q4","Denmark","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.8",""
"2020Q4","Germany (until 1990 former territory of the FRG)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.2",""
"2020Q4","Estonia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.8",""
"2020Q4","Ireland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-1.1",""
"2020Q4","Greece","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.2",""
"2020Q4","Spain","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.4","p"
"2020Q4","France","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.6","p"
"2020Q4","Croatia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.2",""
"2020Q4","Italy","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.5",""
"2020Q4","Cyprus","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","6.8",""
"2020Q4","Latvia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.6",""
"2020Q4","Lithuania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.0",""
"2020Q4","Luxembourg","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.5",""
"2020Q4","Hungary","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","4.0","p"
"2020Q4","Malta","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","4.2","p"
"2020Q4","Netherlands","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.0","p"
"2020Q4","Austria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","4.3",""
"2020Q4","Poland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","3.7",""
"2020Q4","Portugal","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.7","p"
"2020Q4","Romania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","3.4",""
"2020Q4","Slovenia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.2",""
"2020Q4","Slovakia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.5","p"
"2020Q4","Finland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.4","p"
"2020Q4","Sweden","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.0",""
"2021Q1","European Union - 27 countries (from 2020)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.4",""
"2021Q1","Belgium","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.2",""
"2021Q1","Bulgaria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.4",""
"2021Q1","Czechia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.1","p"
"2021Q1","Denmark","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.4",""
"2021Q1","Germany (until 1990 former territory of the FRG)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.2",""
"2021Q1","Estonia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.6",""
"2021Q1","Ireland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","3.4",""
"2021Q1","Greece","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-1.0",""
"2021Q1","Spain","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.4","p"
"2021Q1","France","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.6","p"
"2021Q1","Croatia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.3",""
"2021Q1","Italy","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.5",""
"2021Q1","Cyprus","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.1","p"
"2021Q1","Latvia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-4.6",""
"2021Q1","Lithuania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","9.5",""
"2021Q1","Luxembourg","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.0",""
"2021Q1","Hungary","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.4","p"
"2021Q1","Malta","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.0","p"
"2021Q1","Netherlands","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.0","p"
"2021Q1","Austria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-3.9",""
"2021Q1","Poland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.1",""
"2021Q1","Portugal","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.0","p"
"2021Q1","Romania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.1","p"
"2021Q1","Slovenia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","3.1",""
"2021Q1","Slovakia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.8","p"
"2021Q1","Finland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","3.9","p"
"2021Q1","Sweden","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.5",""
"2021Q2","European Union - 27 countries (from 2020)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.1",""
"2021Q2","Belgium","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.4",""
"2021Q2","Bulgaria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","4.3",""
"2021Q2","Czechia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.2","p"
"2021Q2","Denmark","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.2",""
"2021Q2","Germany (until 1990 former territory of the FRG)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-1.1",""
"2021Q2","Estonia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.2",""
"2021Q2","Ireland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-1.3",""
"2021Q2","Greece","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.3",""
"2021Q2","Spain","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.4","p"
"2021Q2","France","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.8","p"
"2021Q2","Croatia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.7",""
"2021Q2","Italy","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.3",""
"2021Q2","Cyprus","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","7.0","p"
"2021Q2","Latvia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.9",""
"2021Q2","Lithuania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.6",""
"2021Q2","Luxembourg","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-1.9",""
"2021Q2","Hungary","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.1","p"
"2021Q2","Malta","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-1.7","p"
"2021Q2","Netherlands","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.2","p"
"2021Q2","Austria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.7",""
"2021Q2","Poland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.4",""
"2021Q2","Portugal","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.1","p"
"2021Q2","Romania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","3.1","p"
"2021Q2","Slovenia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.4",""
"2021Q2","Slovakia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.9","p"
"2021Q2","Finland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-0.4","p"
"2021Q2","Sweden","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.3",""
"2021Q3","European Union - 27 countries (from 2020)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.0",""
"2021Q3","Belgium","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.3","p"
"2021Q3","Bulgaria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.6",""
"2021Q3","Czechia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.7","p"
"2021Q3","Denmark","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.1",""
"2021Q3","Germany (until 1990 former territory of the FRG)","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.5",""
"2021Q3","Estonia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.0",""
"2021Q3","Ireland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","3.5","p"
"2021Q3","Greece","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-2.6",""
"2021Q3","Spain","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.3","p"
"2021Q3","France","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.1","u"
"2021Q3","Croatia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.5",""
"2021Q3","Italy","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.5",""
"2021Q3","Cyprus","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","-4.9","p"
"2021Q3","Latvia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.9",""
"2021Q3","Lithuania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","3.8",""
"2021Q3","Luxembourg","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.8",""
"2021Q3","Hungary","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","3.1","p"
"2021Q3","Malta","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.0","p"
"2021Q3","Netherlands","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost",":","n"
"2021Q3","Austria","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.8","p"
"2021Q3","Poland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.8",""
"2021Q3","Portugal","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.6","p"
"2021Q3","Romania","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.5","p"
"2021Q3","Slovenia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","2.4",""
"2021Q3","Slovakia","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","5.0","p"
"2021Q3","Finland","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","1.1","p"
"2021Q3","Sweden","Nominal value","Percentage change on previous period","Seasonally and calendar adjusted data","Industry and construction","Labour cost index - Total labour cost","0.3",""
